id,group,outcome,note,company,routed_company,routed_fy,oracle_doc,n_facts,n_chunks,seconds,expected,answer,problems
financebench_id_01484,direct,ungrounded,figure 2.3 is in no supplied fact — the model computed or recalled it,Johnson & Johnson,JOHNSON JOHNSON,2022,JOHNSON_JOHNSON_2022Q4_EARNINGS,4,10,18.8,US sales increased 3.0% vs international sales decline of 0.6%.,"Johnson & Johnson's US sales growth of 2.3% in FY2022 [F40970] was higher than the international sales growth of 1.0% [F41038], page 113.",figure 2.3 is in no supplied fact — the model computed or recalled it
financebench_id_01488,direct,refused,,Johnson & Johnson,JOHNSON JOHNSON,2023,JOHNSON_JOHNSON_2023_8K_dated-2023-08-30,4,10,32.6,"The Consumer Health business segment will be treated as a discontinued operation from August 30, 2023 onward.","INSUFFICIENT EVIDENCE to determine which business segment will be treated as a discontinued operation from August 30, 2023 onward. The context does not provide specific information about which segment is being treated as a discontinued operation. [C5906] [C5911] [C5910] [C83654] [C5933] [C20501] [C2",
financebench_id_01490,direct,refused,,Johnson & Johnson,JOHNSON JOHNSON,2023,JOHNSON_JOHNSON_2023_8K_dated-2023-08-30,10,3,15.7,JnJ will make a gain of approximately $20 billion from the separation of its Consumer Health business segment.,"INSUFFICIENT EVIDENCE to determine the gain amount from the separation of the Consumer Health business segment as of August 30, 2023. The context does not provide specific figures for the gain related to this separation. [C5910] [C83654] [C20501]",
financebench_id_01491,direct,refused,,Johnson & Johnson,JOHNSON JOHNSON,2023,JOHNSON_JOHNSON_2023_8K_dated-2023-08-30,10,3,12.1,JnJ realised $13.2 billion in cash proceeds from the separation of Kenvue.,"INSUFFICIENT EVIDENCE The context does not provide the specific amount of cash proceeds from the separation of Kenvue as of August 30, 2023.",
financebench_id_01487,direct,ungrounded,figure 6.9 is in no supplied fact — the model computed or recalled it,Johnson & Johnson,JOHNSON JOHNSON,2023,JOHNSON_JOHNSON_2023Q2_EARNINGS,4,10,19.0,"Yes, net earnings as a percent of sales increased from 20% in Q2 of FY2022 to 20.1% in Q2 of FY2023.","Johnson & Johnson's net earnings as a percent of sales increased in Q2 of FY2023 compared to Q2 of FY2022 by 6.9% [F25649], page 18.",figure 6.9 is in no supplied fact — the model computed or recalled it
financebench_id_00299,direct,refused,,JPMorgan,JPMORGAN,2021,JPMORGAN_2021Q1_10Q,10,3,15.7,Corporate. Its net revenue was -$473 million.,"INSUFFICIENT EVIDENCE to determine which business segment had the lowest net revenue in 2021 Q1, as the context does not provide specific net revenue figures for each segment. [C9158] [C85030] [C85863] only describe the business segments but do not give their respective net revenues.",
financebench_id_02119,direct,refused,,JPMorgan,JPMORGAN,2021,JPMORGAN_2021Q1_10Q,10,3,15.7,They could receive $66.56 per share.,"INSUFFICIENT EVIDENCE to determine how much each shareholder would get if JPM went bankrupt by the end of 2021 Q1, as the context does not provide the number of shareholders or the specific amount each would receive. [C8857] [C84394] [C86232]",
financebench_id_00206,narrative,refused,,JPMorgan,JPMORGAN,,JPMORGAN_2022_10K,4,10,24.2,"Since JPM is a financial institution, gross margin is not a relevant metric.",INSUFFICIENT EVIDENCE to determine if JPM's gross margins are historically consistent or fluctuate by more than roughly 2% each year. The provided context does not contain information about gross margins. [C86137] [C19379] [C84394] [C86697] [C19943] [C86201] [C86519] [C19762] [C87055] [C8857],
financebench_id_00394,direct,refused,,JPMorgan,JPMORGAN,2022,JPMORGAN_2022Q2_10Q,10,3,14.7,Corporate & Investment Bank. Its net income was $3725 million.,"INSUFFICIENT EVIDENCE to determine which business segment had the highest net income in 2022 Q2, as the specific segment details are not provided in the context. [C21941] only mentions total net revenue and overall financial metrics but does not break down net income by segment.",
financebench_id_02049,narrative,ungrounded,figure $7 is in no supplied fact — the model computed or recalled it,JPMorgan,JPMORGAN,2023,JPMORGAN_2023Q2_10Q,4,10,16.4,Yes. It decreased.,"JPMorgan's average total VaR decreased by $7 million for the three months ended June 30, 2023, compared with the same period in the prior year [C18893], page 85.","figure $7 is in no supplied fact — the model computed or recalled it; figure 30, is in no supplied fact — the model computed or recalled it; figure 2023, is in no supplied fact — the model computed or"
financebench_id_10499,computed,refused,,Kraft Heinz,KRAFTHEINZ,2019,KRAFTHEINZ_2019_10K,10,3,13.5,6.25,INSUFFICIENT EVIDENCE to calculate the inventory turnover ratio. The context does not provide the average inventory for FY2018 and FY2019.,
financebench_id_04412,computed,refused,,Lockheed Martin,LOCKHEEDMARTIN,2020,LOCKHEEDMARTIN_2020_10K,10,3,10.9,1.33,INSUFFICIENT EVIDENCE to calculate the revenue for FY2020. Revenue is not provided in the given facts.,
financebench_id_03031,computed,ungrounded,"cited F67533, which was not in the context — fabricated citation",Lockheed Martin,LOCKHEEDMARTIN,2021,LOCKHEEDMARTIN_2021_10K,10,3,13.1,$5818.00,"Lockheed Martin's FY2021 net working capital was $5,818 millions [F67533], page 30.","cited F67533, which was not in the context — fabricated citation"
financebench_id_03718,computed,refused,,Lockheed Martin,LOCKHEEDMARTIN,2020,LOCKHEEDMARTIN_2022_10K,10,3,18.3,0.4%,"INSUFFICIENT EVIDENCE to calculate the 2 year total revenue CAGR from FY2020 to FY2022, as the necessary revenue figures for these years are not provided in the context. [C18144] [C18212] [C18221]",
financebench_id_04171,computed,wrong,"expected [303.0], said [60.0, 2018.0, 21508.0]",MGM Resorts,MGMRESORTS,2018,MGMRESORTS_2018_10K,10,3,13.8,$303.00,"MGM Resorts's FY2018 accounts payable was $21,508 thousands [F65440], page 60.",
financebench_id_03849,computed,refused,,MGM Resorts,MGMRESORTS,2018,MGMRESORTS_2020_10K,10,3,14.1,7.9%,"INSUFFICIENT EVIDENCE to calculate the 3 year average capex as a % of revenue for MGM Resorts, as revenue figures are missing.",
financebench_id_01254,direct,correct,,MGM Resorts,MGMRESORTS,2022,MGMRESORTS_2022_10K,4,10,17.0,Yes. MGM maintained 0.01$ per share annual dividend through out FY 2022.,"MGM Resorts paid dividends to common shareholders totaling $(77,606) thousands [F63448], page 64 for FY2022.",
financebench_id_00382,direct,ungrounded,"figure $3,142,308 is in no supplied fact — the model computed or recalled it",MGM Resorts,MGMRESORTS,2022,MGMRESORTS_2022Q4_EARNINGS,4,10,17.3,Las Vegas resorts contributed ~90% of company level EBITDAR during FY2022.,"MGM's Las Vegas Strip Resorts had the highest EBITDAR contribution of $3,142,308 thousand in FY2022 [F25237], page 13.","figure $3,142,308 is in no supplied fact — the model computed or recalled it"
financebench_id_01911,narrative,refused,,MGM Resorts,MGMRESORTS,2022,MGMRESORTS_2022Q4_EARNINGS,10,3,11.5,"As adjusted EBIT is negative, coverage ratio is zero",INSUFFICIENT EVIDENCE to calculate the interest coverage ratio as the required figures for Adjusted EBIT and annual Interest Expense are not provided in the context.,
financebench_id_01912,direct,ungrounded,"figure $673,593,000 is in no supplied fact — the model computed or recalled it",MGM Resorts,MGMRESORTS,2022,MGMRESORTS_2022Q4_EARNINGS,4,10,22.0,MGM China experienced the worst topline performance amongst the other regions presented. Its revenue declined 44% in FY2,"MGM's MGM China segment had the worst topline performance for FY2022, with net revenues of $673,593,000 [F63153], page 37.","figure $673,593,000 is in no supplied fact — the model computed or recalled it"
financebench_id_00407,computed,refused,,MGM Resorts,MGMRESORTS,2023,MGMRESORTS_2023Q2_10Q,4,10,21.5,the biggest short term investment is in corporate bonds (almost 82% of the total investment),"INSUFFICIENT EVIDENCE to determine which type of debt received the largest investment among the short term investments for MGM in H1 FY2023, as the context does not provide specific details on the types of short-term investments and their respective values. [F62481] [F62482]",
financebench_id_04700,direct,refused,,Microsoft,MICROSOFT,2016,MICROSOFT_2016_10K,10,3,12.3,$32780.00,"INSUFFICIENT EVIDENCE to determine the FY2016 COGS for Microsoft, as the context does not provide a figure for cost of goods sold.",
financebench_id_00552,direct,correct,,Microsoft,MICROSOFT,2023,MICROSOFT_2023_10K,4,10,19.6,No. Microsoft decreased its debt by $2.5bn in FY 2023 vs FY 2022.,"Microsoft's debt on the balance sheet increased from $8,945 millions [F60345] in FY2022 to $10,000 millions [F60346] in FY2023.",
financebench_id_04458,computed,refused,,Netflix,NETFLIX,2015,NETFLIX_2015_10K,10,3,13.9,5.4%,INSUFFICIENT EVIDENCE to calculate FY2015 unadjusted EBITDA % margin for Netflix. Missing operating income figure for FY2015. [C15413] [C15426] [C15393],
financebench_id_03282,computed,wrong,"expected [5466.0], said [45.0, 2017.0, 5466.312]",Netflix,NETFLIX,2017,NETFLIX_2017_10K,10,3,11.6,$5466.00,"Netflix's FY2017 total current liabilities were 5,466.312 million [F58617], page 45.",
financebench_id_04302,computed,refused,,Nike,NIKE,2016,NIKE_2018_10K,10,3,24.4,55.1%,INSUFFICIENT EVIDENCE to calculate the cost of goods sold as a percentage of revenue for Nike from FY2016 to FY2018. The context does not provide the necessary revenue or cost of goods sold figures for these years. [F380290] [F380295] [F380741] [F380746] [F380781] [F382163] [F379306] [C101748] [C101,
financebench_id_03531,direct,correct,,Nike,NIKE,2019,NIKE_2019_10K,10,3,12.5,$16525.00,"NIKE's total current assets at the end of FY2019 were $16,525 [F56731], page 54.",
financebench_id_04080,computed,refused,,Nike,NIKE,2021,NIKE_2021_10K,10,3,11.7,3.46,INSUFFICIENT EVIDENCE to calculate the inventory turnover ratio. The context does not provide the inventory values for FY2020 and FY2021.,
financebench_id_01163,direct,correct,,Nike,NIKE,2023,NIKE_2023_10K,10,3,10.7,"Among the three, cash flow from operations was the highest for Nike in FY2023.","Nike's FY2023 cash flow from investing activities brought in the most cash flow, with $564 million [F54355], page 62.",
financebench_id_00080,direct,refused,,Paypal,PAYPAL,2022,PAYPAL_2022_10K,4,10,14.6,Yes. Paypal has a positive working capital of $ 1.6Bn as of FY2022 end.,"INSUFFICIENT EVIDENCE to determine PayPal's working capital, as the context does not provide current asset and current liability figures for FY2022.",
financebench_id_04980,computed,wrong,"expected [4.6], said [4.625, 63.0, 2021.0]",PepsiCo,PEPSICO,2021,PEPSICO_2021_10K,10,3,10.9,$4.60,"PepsiCo's FY2021 capital expenditure was $4.625 billion [F51126], page 63.",
financebench_id_01009,computed,refused,,PepsiCo,PEPSICO,2022,PEPSICO_2022_10K,4,10,18.3,"As of FY2022, Pepsico primarily operates in the following geographies: North America, Latin America, Europe, Africa, Mid",INSUFFICIENT EVIDENCE to determine the specific geographies that Pepsico primarily operates in as of FY2022. The context provides information on various regions but does not list the primary geographies. [C3730] [C4243],
financebench_id_00735,narrative,refused,,PepsiCo,PEPSICO,2022,PEPSICO_2022_10K,4,10,628.9,"No, Pepsico is not involved in material legal battles.","INSUFFICIENT EVIDENCE to determine if Pepsico reported any materially important ongoing legal battles from FY2022 and FY2021, as the provided context does not contain information about legal battles. [C3797] [C3730] [C3885] [C3792] [C4226] [C3859] [C4212] [C3831] [C4102] [C4210] [C3797] [C3730] [C38",
financebench_id_01328,direct,correct,,PepsiCo,PEPSICO,2022,PEPSICO_2022_10K,10,3,13.4,Pepsico's restructuring costs in FY2022 amounted to $411 million .,"PepsiCo's FY2022 restructuring costs directly outlined in the income statements were $411 million [F19232], page 79.",
financebench_id_03620,computed,refused,,PepsiCo,PEPSICO,2022,PEPSICO_2022_10K,10,3,13.7,$9068.00,"INSUFFICIENT EVIDENCE to calculate FY2022 unadjusted EBITDA less capex for PepsiCo. The context does not provide the necessary figures for unadjusted operating income, depreciation and amortization, or capital expenditures for FY2022.",
financebench_id_04481,computed,refused,,PepsiCo,PEPSICO,2022,PEPSICO_2022_10K,10,3,12.8,16.5%,"INSUFFICIENT EVIDENCE to calculate FY2022 unadjusted EBITDA % margin for PepsiCo, as the required figures for unadjusted operating income and depreciation/amortization are not provided in the context.",
financebench_id_01482,narrative,refused,,PepsiCo,PEPSICO,2023,PEPSICO_2023_8K_dated-2023-05-05,10,3,12.3,The shareholder proposal for a congruency report by Pepsico on net-zero emissions policies was defeated.,INSUFFICIENT EVIDENCE The context does not provide details about the shareholder proposal regarding a congruency report on net-zero emissions policies.,
financebench_id_00705,computed,ungrounded,"figure $4,200,000,000 is in no supplied fact — the model computed or recalled it",PepsiCo,PEPSICO,2023,PEPSICO_2023_8K_dated-2023-05-30,10,3,15.9,"$400,000,000 increase.","PepsiCo increased its unsecured five year revolving credit agreement by $4,200,000,000 - $3,800,000,000 = $400,000,000 [C8622], page 2.","figure $4,200,000,000 is in no supplied fact — the model computed or recalled it; figure $3,800,000,000 is in no supplied fact — the model computed or recalled it; figure $400,000,000 is in no supplie"
financebench_id_00882,computed,ungrounded,"figure $4,200,000,000 is in no supplied fact — the model computed or recalled it",PepsiCo,PEPSICO,2023,PEPSICO_2023_8K_dated-2023-05-30,10,3,14.1,"Total amount Pepsico may borrow under unsecured revolving credit agreements = $8,400,000,000.","PepsiCo may borrow up to $4,200,000,000 under its unsecured revolving credit agreements as of May 26, 2023 [F402053], page 8.","figure $4,200,000,000 is in no supplied fact — the model computed or recalled it; figure 26, is in no supplied fact — the model computed or recalled it"
financebench_id_01474,direct,refused,,PepsiCo,PEPSICO,2023,PEPSICO_2023Q1_EARNINGS,4,10,21.3,Pepsico experienced a strong start to FY2023.,INSUFFICIENT EVIDENCE to determine the exact reason for Pepsico raising full year guidance for FY2023. The context provides information about Pepsico's performance but does not specify the reasons for changing guidance. [C8799] [C108742],
financebench_id_01476,computed,refused,,PepsiCo,PEPSICO,,PEPSICO_2023Q1_EARNINGS,10,3,12.9,Pepsico raised full year guidance in respect of core constant currency EPS growth by 1 percentage point.,"INSUFFICIENT EVIDENCE to determine the full year guidance raise for core constant currency EPS growth in FY2023Q1, as the necessary information is not provided in the context.",
financebench_id_00302,narrative,refused,,Pfizer,Pfizer,,PFIZER_2021_10K,4,10,24.0,"Yes, change in PPNE was positive year over year","INSUFFICIENT EVIDENCE to determine growth in PPNE between FY20 and FY21, as the context does not provide specific figures for PPNE.",
financebench_id_00702,narrative,refused,,Pfizer,Pfizer,2019,PFIZER_2021_10K,10,3,21.2,"Yes, the gain on completion of Consumer Healthcare JV Transaction",INSUFFICIENT EVIDENCE to determine if there were any potential events that are not in Pfizer's standard business operations and substantially increased net income in 2019. The provided context does not contain specific information about net income or non-standard business events. [C113311] [C113351],
financebench_id_02416,narrative,refused,,Pfizer,Pfizer,,PFIZER_2021_10K,4,10,15.4,"Trillium, Array, and Therachon",INSUFFICIENT EVIDENCE followed by one sentence saying what is missing. The context does not provide specific names of companies acquired by Pfizer.,
financebench_id_00283,computed,refused,,Pfizer,Pfizer,,Pfizer_2023Q2_10Q,10,3,9.7,77.78,INSUFFICIENT EVIDENCE followed by one sentence saying what is missing. The context does not provide a specific amount Pfizer expects to pay to spin off Upjohn.,
financebench_id_00724,narrative,refused,,Pfizer,Pfizer,,Pfizer_2023Q2_10Q,4,10,25.8,Developed Rest of the World,INSUFFICIENT EVIDENCE to determine the geographic region with the biggest drop in Q22023 year over year revenues (on a percentage basis) as the provided facts do not contain Q2 2023 revenue percentage changes by region. [F410000] [C112375],
financebench_id_02419,narrative,refused,,Pfizer,Pfizer,2023,Pfizer_2023Q2_10Q,4,10,27.7,"Yes, it's spinning off Upjohn.",INSUFFICIENT EVIDENCE to determine if Pfizer is spinning off any large business segments as the provided context does not contain relevant information about business segment divestitures. [C5268] [C113818] [C5192] [C113819] [C5276] [C113822] [C113832] [C113823] [C5183] [C113836],
financebench_id_00746,narrative,refused,,Ulta Beauty,ULTABEAUTY,2023,ULTABEAUTY_2023_10K,4,10,19.3,There are none,INSUFFICIENT EVIDENCE to determine which debt securities are registered to trade on a national securities exchange under Ulta Beauty's name as of FY2023. The context does not provide information about debt securities.,
financebench_id_00521,direct,refused,,Ulta Beauty,ULTABEAUTY,2023,ULTABEAUTY_2023_10K,4,10,29.3,Ulta Beauty did not make any acquisitions in FY2023 and FY2022.,INSUFFICIENT EVIDENCE to determine major acquisitions that Ulta Beauty has done in FY2023 and FY2022. The provided context does not contain information about specific acquisitions. [C4324] [C120636] [C120615] [C120714] [C8336] [C120644] [C120622] [C8410] [C4332] [C8345],
financebench_id_00601,direct,refused,,Ulta Beauty,,2023,ULTABEAUTY_2023Q4_EARNINGS,10,3,15.5,Lower marketing expenses and leverage of incentive compensation due to higher sales. The answer here assumes FY2023 refe,"INSUFFICIENT EVIDENCE to determine what drove the reduction in SG&A expense as a percent of net sales in FY2023. The context only provides information for FOOTLOCKER and ULTABEAUTY, not AMCOR. [C4436]",
financebench_id_00603,direct,refused,,Ulta Beauty,ULTABEAUTY,2023,ULTABEAUTY_2023Q4_EARNINGS,4,10,28.9,Increase in Merchandise inventories balance was driven by the opening of 47 new stores. The answer here assumes FY2023 r,"INSUFFICIENT EVIDENCE to determine what drove the increase in Ulta Beauty's merchandise inventories balance at the end of FY2023, as the necessary details are not provided in the context. [C8410] [C120615] [C4324] [C120636] [C8345] [C8460] [C8343] [C120714] [C4332] [C120622]",
financebench_id_00605,direct,refused,,Ulta Beauty,ULTABEAUTY,2023,ULTABEAUTY_2023Q4_EARNINGS,10,3,16.3,"36%. The answer here assumes FY2023 refers to the 12 months ended on January 28, 2023 (although the company refers to th",INSUFFICIENT EVIDENCE to determine the total spend on stock repurchases for FY 2023 or the amount spent in Q4 of FY 2023.,
financebench_id_00606,direct,refused,,Ulta Beauty,ULTABEAUTY,2023,ULTABEAUTY_2023Q4_EARNINGS,10,3,27.4,Wages expense as a percent of net sales increased in FY2023. The answer here assumes FY2023 refers to the 12 months ende,"INSUFFICIENT EVIDENCE to determine if Ulta Beauty's wages expense as a percent of net sales increased or decreased in FY2023, as the context only provides information for the first and second quarters of FY2023 and does not give a full year figure. [F431381] [F431385] [F431383] [F431382] [F431377] [",
financebench_id_00859,direct,wrong,"expected [32502.0], said [85.0, 2021.0, 19779.0]",Verizon,VERIZON,2021,VERIZON_2021_10K,4,10,26.4,"Cross currency swaps. Its notional value was $32,502 million.","Among all of the derivative instruments that Verizon used to manage the exposure to fluctuations of foreign currencies exchange rates or interest rates, the interest rate swaps had the highest notional value in FY 2021 at $19,779 million [F36165], page 85.",
